time,OS,RL
131.063,21.1864,20.9606
131.263,21.1813,20.9507
131.463,21.1769,20.9486
131.664,21.1762,20.9494
131.864,21.1759,20.9558
132.065,21.1774,20.9618
132.265,21.1805,20.9661
132.465,21.185,20.968
132.666,21.1877,20.9612
132.866,21.1936,20.9537
133.066,21.1998,20.9503
133.266,21.2047,20.9488
133.467,21.2104,20.9574
133.667,21.2144,20.9685
133.867,21.2183,20.9848
134.068,21.2196,21.0047
134.268,21.2153,21.0238
134.468,21.2113,21.0438
134.669,21.2072,21.0583
134.869,21.2018,21.0633
135.069,21.1961,21.0628
135.27,21.1922,21.0557
135.47,21.1826,21.0439
135.671,21.1727,21.0364
135.871,21.1636,21.0351
136.071,21.1558,21.034
136.271,21.1492,21.0291
136.472,21.1474,21.024
136.672,21.151,21.0191
136.873,21.1579,21.0089
137.073,21.1681,20.9987
137.273,21.1752,20.9875
137.474,21.1848,20.9799
137.674,21.1945,20.9779
137.874,21.2027,20.9777
138.075,21.215,20.9804
138.275,21.231,20.9879
138.475,21.2465,20.9985
138.676,21.2529,21.0098
138.876,21.254,21.0185
139.076,21.248,21.0209
139.276,21.236,21.0217
139.477,21.2199,21.024
139.677,21.206,21.0322
139.877,21.1929,21.0349
140.078,21.1825,21.0434
140.278,21.1711,21.051
140.478,21.1613,21.0555
140.679,21.1539,21.0624
140.879,21.1476,21.066
141.079,21.1439,21.0681
141.28,21.1419,21.0688
141.48,21.1425,21.0711
141.68,21.1468,21.0688
141.881,21.1526,21.0615
142.081,21.1626,21.057
142.281,21.1735,21.0546
142.482,21.1869,21.0523
142.682,21.2041,21.0491
142.882,21.2171,21.049
143.083,21.2274,21.0463
143.283,21.2334,21.0381
143.484,21.2317,21.0314
143.684,21.2289,21.0294
143.884,21.2253,21.0272
144.085,21.2198,21.0267
144.285,21.2149,21.026
144.485,21.2096,21.0252
144.686,21.2054,21.0272
144.886,21.1984,21.0328
145.086,21.192,21.0371
145.287,21.1836,21.0371
145.487,21.1742,21.0375
145.687,21.1648,21.0325
145.888,21.1558,21.0337
146.088,21.15,21.0393
146.288,21.1481,21.0466
146.489,21.1493,21.0499
146.689,21.1542,21.0565
146.889,21.1628,21.0606
147.09,21.1741,21.0599
147.29,21.1907,21.0543
147.49,21.2062,21.0534
147.691,21.2224,21.0538
147.891,21.2365,21.0537
148.091,21.2454,21.0574
148.292,21.2493,21.0606
148.492,21.2478,21.066
148.692,21.2398,21.0743
148.893,21.2292,21.0785
149.093,21.2172,21.0859
149.293,21.2067,21.0945
149.494,21.1957,21.0993
149.694,21.1841,21.1004
149.894,21.1736,21.0963
150.095,21.1634,21.0868
150.295,21.1528,21.074
150.495,21.1435,21.065
150.696,21.1376,21.0553
150.896,21.138,21.0449
151.096,21.142,21.0364
151.297,21.1434,21.0278
151.497,21.1439,21.0188
151.698,21.1439,21.0097
151.898,21.1456,21.0035
152.098,21.149,20.9982
152.299,21.1533,21.0023
152.499,21.1615,21.0142
152.699,21.1717,21.0268
152.9,21.1855,21.0423
153.1,21.1984,21.0661
153.3,21.2124,21.0896
153.501,21.2283,21.1108
153.701,21.2473,21.1273
153.901,21.2619,21.1483
154.102,21.2703,21.1674
154.302,21.2729,21.1789
154.502,21.2696,21.1817
154.703,21.2612,21.1772
154.903,21.2476,21.1675
155.103,21.2304,21.1546
155.304,21.2151,21.1376
155.504,21.1999,21.1191
155.704,21.1854,21.1033
155.905,21.1723,21.0856
156.105,21.1619,21.0725
156.305,21.1541,21.0585
156.506,21.1467,21.0493
156.706,21.1421,21.041
156.906,21.1386,21.0407
157.107,21.1353,21.0438
157.307,21.1311,21.0506
157.507,21.1325,21.0583
157.708,21.1375,21.0705
157.908,21.1446,21.0857
158.108,21.1537,21.095
158.309,21.1659,21.1068
158.509,21.1828,21.1168
158.709,21.2002,21.1171
158.91,21.2152,21.113
159.11,21.2316,21.1082
